Topic,Count,Name,Representation,Representative_Docs
9,461,9_nice_sounds_he_sounded,"['nice', 'sounds', 'he', 'sounded', 'so', 'like', 'guy', 'hes', 'but', 'seems']","['he sounds so nice but Just isn’t :/', ""He sounds like a nice guy but isn't 🥀"", 'He sounds like a nice guy…..']"
10,446,10_13_old_year_she,"['13', 'old', 'year', 'she', 'age', 'girl', '16', '12', 'shes', '20']","[""It's a 13 year old 🥀"", '13 year old', 'It’s a 13 year old girl']"
11,406,11_intro_hard_intros_the,"['intro', 'hard', 'intros', 'the', 'was', 'that', 'goes', 'tuff', 'sick', 'so']","['W intro', 'W intro', 'THE INTRO']"
12,389,12_jidion_and_to_is,"['jidion', 'and', 'to', 'is', 'the', 'him', 'with', 'how', 'jidions', 'love']","['W JiDion', 'W jiDion', 'W jidion']"
13,347,13_fresno_live_in_town,"['fresno', 'live', 'in', 'town', 'local', 'city', 'near', 'close', 'my', 'from']","['I live in Fresno..', 'I live in Fresno', 'I live in fresno']"
14,307,14_banned_got_get_saying,"['banned', 'got', 'get', 'saying', 'ban', 'for', 'hi', 'they', 'sorry', 'you']","['Crazy you got banned for this 🙁', 'bro this is why he got banned', 'I got banned for saying “…”']"
15,279,15_bad_feel_he_for,"['bad', 'feel', 'he', 'for', 'him', 'kinda', 'his', 'but', 'life', 'guy']","['Bro I feel bad for him', 'I feel bad for you❤', 'I feel bad for him']"
16,275,16_hero_heroes_are_capes,"['hero', 'heroes', 'are', 'capes', 'you', 'wear', 'legend', 'ur', 'your', 'youre']","['HERO', 'W hero', 'You a hero :)']"
17,258,17_music_stardew_valley_doom,"['music', 'stardew', 'valley', 'doom', 'song', 'the', 'undertale', 'end', 'ost', 'at']","['THE STARDEW VALLEY MUSIC HELP', 'No, not the Stardew Valley music!!', 'The stardew valley music']"
18,245,18_game_background_whats_what,"['game', 'background', 'whats', 'what', 'in', 'the', 'name', 'looks', 'playing', 'games']","['Whats the game in the background', 'What is the roblox game in the background?', ""what's the game in the background?""]"
19,242,19_voice_actor_acting_voices,"['voice', 'actor', 'acting', 'voices', 'the', 'uncomfortable', 'creepy', 'so', 'changer', 'sounds']","['The voice 😭', 'The voice 😢', 'THE VOICE-']"
20,229,20_pred_preds_he_hes,"['pred', 'preds', 'he', 'hes', 'sounds', 'like', 'the', 'nice', 'if', 'be']","[""If he weren't a pred I'd like the guy."", 'L pred', 'Pred']"
21,225,21_profile_picture_his_who,"['profile', 'picture', 'his', 'who', 'look', 'pic', 'manson', 'ryans', 'looks', 'the']","['Who is the profile picture of', 'who was on his profile picture?', 'Who is the guy on his profile picture?']"
22,196,22_editing_peak_edit_editor,"['editing', 'peak', 'edit', 'editor', 'edits', 'is', 'fire', 'amazing', 'insane', 'this']","['I like the editing!', 'editing is 🔛🔝', 'W editing']"
23,190,23_discord_server_notifications_me,"['discord', 'server', 'notifications', 'me', 'notification', 'the', 'my', 'and', 'on', 'of']","['whats the discord server', 'Discord pred', 'Do you have a discord?']"
24,190,24_pfp_who_his_the,"['pfp', 'who', 'his', 'the', 'whos', 'guy', 'pfps', 'in', 'was', 'jeffery']","['who was his pfp', 'who is his pfp', 'Who’s the pfp??']"
25,187,25_decoy_decoys_the_voice,"['decoy', 'decoys', 'the', 'voice', 'female', 'was', 'that', 'to', 'how', 'like']","['How old is the decoy', 'can i be a decoy:)', 'How old was the decoy']"
26,181,26_cute_arrest_being_too,"['cute', 'arrest', 'being', 'too', 'for', 'you', 'tooo', 'im', 'rizz', 'imma']","['“I might have to arrest you.. girl” “Why?” “For being TOO cute!” 💀🫩', 'I’m gonna arrest you for being too cute', 'im gonna arrest you for being too cute🤩🥰😎']"
27,173,27_shirt_golf_tyler_wang,"['shirt', 'golf', 'tyler', 'wang', 'creator', 'wearing', 'merch', '1832', 'fan', '1833']","['I like the golf shirt', 'THE GOLF SHIRT? W', 'W golf wang shirt I’m a Tyler fan']"
28,164,28_pedo_pedos_he_pedophile,"['pedo', 'pedos', 'he', 'pedophile', 'wasnt', 'if', 'guy', 'ped', 'gay', 'being']","['I support the pedo', 'bro doesn’t sound like a pedo', 'Why was the pedo so chill']"
29,159,29_fire_animation_intro_animations,"['fire', 'animation', 'intro', 'animations', 'was', 'that', 'is', 'the', 'damn', 'start']","['that is a FIRE intro', 'the intro was fire', 'The intro was fire 🔥🔥🔥']"
30,144,30_cinema_absolute_free_shlep,"['cinema', 'absolute', 'free', 'shlep', 'chow', 'tum', 'ka', 'schlep', 'holy', 'um']","['Absolute cinema', 'ABSOLUTE CINEMA 🎥', 'Absolute cinema 🎥']"
31,136,31_age_censor_why_ages,"['age', 'censor', 'why', 'ages', 'blur', 'the', 'do', 'censored', 'censoring', 'you']","['why do they censor the ages?', 'why do you censor the age of the decoy?', 'Why do you censor the age?']"
32,135,32_sound_effects_effect_gun,"['sound', 'effects', 'effect', 'gun', 'sword', 'inscryption', 'the', 'paintball', 'sounds', 'rivals']","['The sound effects😂 are diabolical', 'i love the roblox sound effects for the censoring', 'The sound effects 😭']"
33,133,33_human_detroit_become_theme,"['human', 'detroit', 'become', 'theme', 'connor', 'music', 'connors', 'dbh', 'soundtrack', 'from']","['also detroit become human music', 'Detroit Become human music <3', 'Detroit become human music!']"
34,127,34_sclepp_free_shlep_shlepp,"['sclepp', 'free', 'shlep', 'shlepp', 'shclep', 'shchlep', 'shleps', 'justice', 'shcelp', 'mb']","['FREE SHLEP', 'FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP FREE SCLEPP', 'FREE SCLEPP!']"
35,125,35_california_now_like_youre,"['california', 'now', 'like', 'youre', 'fire', '1421', '1420', 'your', 'crazy', 'wild']","['""your like California now"" 😭', 'Your like California now 👨🏻\u200d🦲💀', '“Your like California now!”\n💀']"
