comment_id,video_id,author,text,like_count,published_at,updated_at,reply_count
UgwIL_CzuJbiShskK4t4AaABAg,HeWFEeeUn00,@gammaguardian-37,People are supporting child abuse what else is new I mean I would get it if it was like a big time robber from back in the day and he changed his life sure you could forgive him I would but the moment anybody messes with kids in any sort of way I can't except that that's just disgusting,0,2026-06-10T11:42:40Z,2026-06-10T11:42:40Z,0
UgxmX_z-aRlZDvZfVbF4AaABAg,HeWFEeeUn00,@MrTrevorLockhart,"""MAMA WE MADE IT! I'M IN A PENGUINZ0 VIDEO!""

-Jideon",0,2026-06-10T02:49:50Z,2026-06-10T02:49:50Z,0
UgzFVGn7UWCv1NNANSR4AaABAg,HeWFEeeUn00,@jakobfisher-je4hf,Canada don’t have body cams,0,2026-06-09T23:06:21Z,2026-06-09T23:06:21Z,0
UgyL0Bktgon1QnjhszB4AaABAg,HeWFEeeUn00,@amandacastillo8294,I know nothing but i hope y'all's funds go to helping survivors,0,2026-06-09T22:35:48Z,2026-06-09T22:35:48Z,0
Ugz61GnGh32e7LwthwF4AaABAg,HeWFEeeUn00,@Zeetherisingstar,AYEEEEEEEEEE I LOVE MOIST SO MUCH,0,2026-06-09T17:43:14Z,2026-06-09T17:43:14Z,0
UgwZJe-MLXw0DUbvOQd4AaABAg,HeWFEeeUn00,@wrx1th_634,Jidion your smart but be careful what you read online and check sources it wasn't trump that stopped the investigation and release,0,2026-06-09T13:52:59Z,2026-06-09T13:52:59Z,0
UgxKdS6HPKUxSw92MwJ4AaABAg,HeWFEeeUn00,@viruaxist,25 dollar joke is funny tho,0,2026-06-08T21:44:00Z,2026-06-08T21:44:00Z,0
UgyRRiZPN6fgKMCYNMh4AaABAg,HeWFEeeUn00,@frog_champ3154,UPDATE: HES OUT ON BOND,0,2026-06-08T14:30:23Z,2026-06-08T14:30:23Z,0
UgyQ0tpphyH8ZPV4Pqd4AaABAg,HeWFEeeUn00,@TheRealRisker,You scared me with that thumbnail gng 😭,0,2026-06-08T01:08:12Z,2026-06-08T01:08:12Z,0
UgxQVQgnvB_sIY_Qh-t4AaABAg,HeWFEeeUn00,@ethanlll2876,"Jdion saying ""yeah"" to Charlie's questions like this a mickey mouse episode😭",1,2026-06-07T16:52:45Z,2026-06-07T16:52:45Z,0
UgwQelU9UWmvs2_zw114AaABAg,HeWFEeeUn00,@solaris_molaris,"Jidion discusses the Epstein case and the group surrounding this “influencer” who was caught with sand material. He explains why these issues are prevalent, not just for the individual, but for society as a whole, and attributes this to the degradation of morals, which he believes largely stems from Jewish ideologies instilled by their biblical tax, the TALMUD. He cites a statistical percentage of 95% of Jews falling into one of three camps: believing Satan was a helper of God, believing God is not the father but Satan, or directly worshipping BAAL, also known as Satan. He notes that about 5% of Jews do not fit into these categories, but these are the exceptions. The Bible refers to this group as the Israelites, as Israel was the individual, not the country, which only existed after 1948, following the Balfour Declaration between the Rothschilds and the British royalty, which was a form of pseudo-payment for assisting the Jews in bringing Americans into World War II, which we were originally going to be completely independent of and pacifist. However, the Bible describes this group as the canines, also known as the Pharisees, but most distinctly as the Edomites. They claim to be Jews, but they are not, and their values and morals largely stem from Satanic ideology. Issues such as paraphilias, pedophilia, and the belief in more than two genders, as per the Talmudic book, which states there are eight, are examples of these issues. LGBTQ rights, the mass importation of both legal and illegal immigrants who are expected to vote for them because they were brought in, the hatred and destruction of churches in Christianity, the degradation of morals through popular media and books, the parasitic infiltration of our school systems that degrades intelligence and imparts their own political and personal beliefs to the young, who are not equipped to discern truth from reality, and the rewriting of history books. Abortion itself originated from the Canaanites and HYKSOS Egypt. If I recall correctly, blood libels to BAAL, the first ever abortions, were performed in 1600 BC before Christ. As a Christian man, it’s important to do your own research, but the rabbit holes you’ll go down are mind-numbingly wild.

I’m against LGBTQ rights and the civil rights movement. Even Martin Luther King Jr. was just another Jewish pawn. Vast immigration and infiltration of all white Anglo-Saxon nations were intentional. This is why we’re dealing with what Germany, Austria, and Poland in large parts of Europe were dealing with in the early 1900s before World War II. They were dealing with depravity, destruction, immorality, and lewdness. The people running the country didn’t care about its people; it banked funding wars so much that it caused immense death. And most importantly, that’s why the books were burned in Nazi Germany. Those books were books of Jewish origin, specifically on transgender child sex and other extremely immoral subjects.  (sidenote, the civil rights largely was Jewish slave owners were 98% Jewish slave camps or trading posts would only close on Saturday, only 2% of which were white Anglo-Saxons in large part were to free the slaves. The union was mostly comprised of White men wishing to free the slaves. A good portion of the leaders in the southern confederacy—as much as it pains me to say as a southern man-it were as history deems likely to be Jewish. 

On a Nazi fun fact, it means national socialism, and that’s what they called the Ashkenazis—the Jews, quite literally, our national socialists. In a large formation of propaganda against Nazi Germany, which, if you do the research, wasn’t as terrible as people said, and they didn’t do nearly as much as the Jews claimed they had. The Jews, in large part, are the same as they are today regarding Palestine. They project their own hatred and war crimes onto the victim country.",0,2026-06-07T16:03:23Z,2026-06-07T16:03:23Z,0
UgxYwm08t15ZArwHK6N4AaABAg,HeWFEeeUn00,@MrColeX-ze4wh,ik jidion was nutting on those pants,1,2026-06-06T20:45:39Z,2026-06-06T20:45:39Z,0
UgyLN_fkZSaVcejd7wF4AaABAg,HeWFEeeUn00,@KristianHearn,God Bless y’all,0,2026-06-06T01:03:39Z,2026-06-06T01:03:39Z,0
UgzRX9emJGiLXoeuAIB4AaABAg,HeWFEeeUn00,@christophluger793,"I wonder if Dr. Witnesser aka ""The faithful sheriff"" will be in a future catch. He ticks all the pred boxes imo. He has a wife and kids.. look at his psychopathic face. You can't tell me they're in good care with that guy. He probably spends more time talking to minors in fortnight than his children. Typical hypocrite, using Christianity as a shield, Trump (Epstein class voter), defending Dr. Disrespect etc. Since your president is a certified pred they are all in now.",0,2026-06-05T17:45:47Z,2026-06-05T17:45:47Z,0
Ugwrkn1mSKKB5k-OAuJ4AaABAg,HeWFEeeUn00,@Blackpplrcool,Demonic. Wtf is wrong with society? C.P. addiction is rampant. Clearly it's being pushed,1,2026-06-04T16:50:34Z,2026-06-04T16:50:34Z,0
UgzBN_hO1w93S_tzIrN4AaABAg,HeWFEeeUn00,@thomassportedit,"when moist said ppl r in a dark place and they wont do it.
i was in a dark place and ain’t do it bc im a good citizen and good person

also js recently started watching edp watch and jidon love the vid dude",2,2026-06-04T14:46:13Z,2026-06-04T14:46:59Z,0
UgwNkluKxntnPaJcy894AaABAg,HeWFEeeUn00,@adamhenrywalker,Combined 63 iq of the two of them btw,1,2026-06-04T09:24:33Z,2026-06-04T09:24:33Z,0
UgzYiqgFwBgE9F9JtUl4AaABAg,HeWFEeeUn00,@mikl12354,"When i first heard about D4vds whole thing about how they found a chopped up teen in HIS tesla i defended him once without knowing ANY other info other than that. Why? Bc.. Because ""Aint no fuckin WAY someones that fuckin smooth brained""... Yea i was fuckin wrong.",1,2026-06-04T02:18:28Z,2026-06-04T02:18:28Z,0
UgxFh9RpdYIP8ZtmQPR4AaABAg,HeWFEeeUn00,@ButterflyRoseGarden,I don’t think hell would take this guy ngl try the void🥀,0,2026-06-03T20:28:26Z,2026-06-03T20:28:26Z,0
UgxlEvVLEJUud18ODmt4AaABAg,HeWFEeeUn00,@LuneyTuney,This is so crazy bc i watched jidions vid when it came out then charlies about jidions then jidions about charlies about jidions lol,0,2026-06-03T13:54:42Z,2026-06-03T13:54:42Z,0
Ugy32BKLapk2zHCkm9V4AaABAg,HeWFEeeUn00,@Jack_1633,CATCH JAMES CHARLES,1,2026-06-02T17:16:33Z,2026-06-02T17:16:33Z,0
UgwUSdKE-jqxWl4gg754AaABAg,HeWFEeeUn00,@discoreuben,Jidion should get his own cheeky soap fragrance!!,0,2026-05-30T16:00:06Z,2026-05-30T16:00:06Z,0
UgyPlkUCAK9HCKNk5Vd4AaABAg,HeWFEeeUn00,@newexotik,first 20 seconds had me locked in bro,0,2026-05-30T06:21:11Z,2026-05-30T06:21:11Z,0
Ugw86ma6Xrnjk3abhUl4AaABAg,HeWFEeeUn00,@geoffreyjett600,Love your stuff and your content bro but dang bro you are getting loud and obnoxious.😂😂 I had YouTube playing and I was waken out of a dead sleep and it was horrible😂😂😂. I'm hanging in there but I don't know if I could do it! But still love your content bro! You're just loud as hell all of a sudden yelling like your house is on fire!! Lol,1,2026-05-30T00:01:38Z,2026-05-30T00:08:23Z,0
UgyuHDm0cWmpE9Fp0H94AaABAg,HeWFEeeUn00,@fornax5798,This wasnt the first time he was on moist,0,2026-05-29T20:24:59Z,2026-05-29T20:24:59Z,0
Ugzub9vy1Ii00ndRlNB4AaABAg,HeWFEeeUn00,@littlebitofthisnalotofthat,"Jidion watching Charlie watching jidion

Peak",0,2026-05-29T08:42:58Z,2026-05-29T08:42:58Z,0
UgzcsndsMivlNFefIWJ4AaABAg,HeWFEeeUn00,@Nobody-du8sw,"Tbf, everyone is a big Charlie fan",0,2026-05-28T20:57:49Z,2026-05-28T20:57:49Z,0
UgybZ_wFBqZD-lKZVht4AaABAg,HeWFEeeUn00,@alifacaballero1323,What must I do to get involved with one of your videos I want no clout whatsoever,0,2026-05-27T19:36:39Z,2026-05-27T19:36:39Z,0
UgwQMCOPt22oUHvUZCB4AaABAg,HeWFEeeUn00,@9sen,you can't keep ignoring the Alex Rosen stuff dude,0,2026-05-27T06:05:36Z,2026-05-27T06:05:36Z,0
Ugxt9mJMfTlie8WXbHB4AaABAg,HeWFEeeUn00,@MrJimMilton,Well considering that Charlie believes in the concept of “Trans Children” i couldn’t care less what that predator thinks.,0,2026-05-25T21:23:37Z,2026-05-25T21:23:37Z,4
UgxKUotAa4atAzo2_w54AaABAg,HeWFEeeUn00,@kodifry2910,NOOO!!! Charlie not the “He’s not a bad guy” bit 😭💀 we’re making fun of him we promise!!!!,0,2026-05-25T19:30:45Z,2026-05-25T19:30:45Z,0
UgyNg9BBnWBTkJWu9f94AaABAg,HeWFEeeUn00,@GeoRell,Bruh ain’t no fking videos of ppl at maga saying no dumb shyt like that,0,2026-05-25T10:50:37Z,2026-05-25T10:50:37Z,0
UgzpEQUJuKcoG5ZK3KR4AaABAg,HeWFEeeUn00,@GeoRell,It’s awesome that ppl starting to blast the friendly neighborhood pedophile,0,2026-05-25T10:48:24Z,2026-05-25T10:48:24Z,0
UgzQu3M4INpI29TjXg14AaABAg,HeWFEeeUn00,@izaya-ishigame69vi_eh22,W video,0,2026-05-24T19:37:44Z,2026-05-24T19:37:44Z,0
Ugy8W6quvK3Sxk4Ge-h4AaABAg,HeWFEeeUn00,@colincoyle643,"I can’t lie jid, I watch you both and I saw it from Charlie. Thanks for all you do dawg",0,2026-05-24T16:34:41Z,2026-05-24T16:34:41Z,0
UgwdK3LFXqhjKkMk9nl4AaABAg,HeWFEeeUn00,@Sodapop-1390,no link to original video?,0,2026-05-24T03:00:01Z,2026-05-24T03:00:01Z,0
UgyGaZE71F2r3b21T0R4AaABAg,HeWFEeeUn00,@slimmeneger,Gta 6 might drop before florida gets bodycams 😮,0,2026-05-24T00:05:12Z,2026-05-24T00:05:12Z,0
UgzYiZm4wksQ_ozJmb14AaABAg,HeWFEeeUn00,@casheverett6300,"9:54 

My friends have a saying “if your homies hitler, you gotta drop em”

No matter who they were to you, horrendous shit is horrendous shit. We had a pedo in our friend group and as soon as he was found out he essentially got black listed from the friend group. Full no contact unless it was to bully the fuck out of him.",0,2026-05-23T21:09:58Z,2026-05-23T21:09:58Z,0
UgycTjxuGFmJMi5D5h94AaABAg,HeWFEeeUn00,@dirt33boi,The mfs defending the looxmaxing chud muffin need to be investigated too bruh I swear.,0,2026-05-23T19:25:23Z,2026-05-23T19:25:23Z,1
Ugx3shXUOAZg1fPctDx4AaABAg,HeWFEeeUn00,@minijackxx,florida has body cams they just have them off 😂,0,2026-05-23T11:49:45Z,2026-05-23T11:49:45Z,0
UgxjzApMVO18S4p6_1l4AaABAg,HeWFEeeUn00,@tekamer6566,Penguinz is an npc. His endorsement means nothing. He supports pdfs doing surgeries on kids 16 years of age.,0,2026-05-23T03:26:31Z,2026-05-23T03:26:31Z,2
Ugx9BBZH6cdevaYX4Et4AaABAg,HeWFEeeUn00,@AndrewSaintOnge,"Why bring up trump bro, Biden did the same thing😢
No need for politics",1,2026-05-23T00:27:48Z,2026-05-23T00:27:59Z,0
Ugy4SsrhI2ci2Z-XmSJ4AaABAg,HeWFEeeUn00,@Sugar_Creek_Cottage,Jidion you scared tf outta me-,0,2026-05-22T23:47:08Z,2026-05-22T23:47:08Z,0
UgxuXFv_njaBQqjwV6h4AaABAg,HeWFEeeUn00,@peterduenez,😭😭😭😭😭,0,2026-05-22T23:00:29Z,2026-05-22T23:00:29Z,0
UgyThbb8CKQ0dsp5BIJ4AaABAg,HeWFEeeUn00,@FloyIdiom,9:13 me when jidion explains why christ was crucified 😊,0,2026-05-22T17:37:06Z,2026-05-22T17:37:06Z,0
UgwmlA_fcmaB5EjWMKF4AaABAg,HeWFEeeUn00,@NocturnalMother,people like hullo are lucky they haven't come across people like me who would be wiling to kill him .. fed up by everything sometimes your nto the biggest badest thing outt here xD  there's different forms of evil and he isn't at the top of the food chain. He himself is considered feminine enough to become someones wife he better hope he doesn't get arrested.. or he's gonna become an early christmas present,0,2026-05-22T13:14:50Z,2026-05-22T13:17:13Z,0
Ugzt21b9jIfI6jbTrM14AaABAg,HeWFEeeUn00,@tipybana,how are people so mentally stupid to support a person like that,0,2026-05-22T03:55:09Z,2026-05-22T03:55:09Z,0
UgyoB2k_G0QZ7d1MWd14AaABAg,HeWFEeeUn00,@goodmenisalive,"What the fuck is wrong with people cuz girls see him cute and pretty and shit girls will be defending him cuz he's cute? while other young girls have trauma bcz of him
Thank god I'm in a Arabic country",0,2026-05-21T21:00:19Z,2026-05-21T21:00:19Z,0
UgxyckL-XlX-DJMHmw54AaABAg,HeWFEeeUn00,@cruz-t8o,hey jidion btw i am 13 and i mean i dont know the whole story but what i have seen i mean i belive that u should be given another chance and if u fail u should go to jail but dont think i am a pedo cus like my older brothers dad watched it a bit and he ended it all on Christmas morning and he is now gone and he tried handing his self in but the police didnt  and yeah i just wanted to come on here and just tell u that,0,2026-05-21T10:10:09Z,2026-05-21T10:10:09Z,0
UgxII7aBu8ONz-8jcCB4AaABAg,HeWFEeeUn00,@Incidental104,Oh they're gonna lovemaxx him in jail....,1,2026-05-20T23:28:33Z,2026-05-20T23:28:33Z,0
Ugwt9bDZNP6og0ME6kZ4AaABAg,HeWFEeeUn00,@NickolasMitchell-s4b3k,L clickbait. I’m a fan of u and Charlie but had to stop watching Luka minute in cuz u tried to paint it like u two were beefing,1,2026-05-20T21:19:50Z,2026-05-20T21:19:50Z,1
UgwXYHyIwHPI1aa1av54AaABAg,HeWFEeeUn00,@solequewater,"do we think that jidion just goes on an alt on tiktok and sees the tens of thousands of tiktok slop commentors saying ""chad does what chat wants"" 😭😭",0,2026-05-20T19:17:24Z,2026-05-20T19:17:24Z,0
UgzBs_H3fpuiJ1OPpeF4AaABAg,HeWFEeeUn00,@JackKleener,"Tbh, I get it's not his fault, but the whole, ""Intent behind buying CP,' thing is so BS. Like, mf what do you think the intent is, research??? That should just be a ticket to the slammer immediately. Like, if I buy crack, what do you think the intent behind that shit is? You think I'm using it to make a fake Christmas wonderland? NO! I'm snorting that shit!",0,2026-05-20T16:06:56Z,2026-05-20T16:06:56Z,0
UgwkbvwCZwd1StJ4yC94AaABAg,HeWFEeeUn00,@fallonsprague6277,cops not having bodycams should be illegal???? how would they have an accurate representation of police misconduct when we KNOW for a portion of time they are unsupervised,0,2026-05-20T15:54:59Z,2026-05-20T15:54:59Z,0
UgxvOdAio8NgyvcHb0V4AaABAg,HeWFEeeUn00,@jamesfeltner63,We need to find toe sources of the material he had. Every pedo needs to be locked up and diddy’ed in prison,0,2026-05-20T15:32:21Z,2026-05-20T15:32:21Z,0
UgxQOz7h7uqTO3SWaBN4AaABAg,HeWFEeeUn00,@Vxon_,12:55 sadly true can’t look up cod or anything or u will find it I have reported about 10 accounts promoting cp which is sad to see lots of ppl like this,0,2026-05-20T14:31:29Z,2026-05-20T14:31:29Z,0
UgyGhLobklApMN4ZaIt4AaABAg,HeWFEeeUn00,@The_Ragatron,Hullo finna be the prison pretty boy Boyfriend,1,2026-05-20T12:15:08Z,2026-05-20T12:15:08Z,1
UgxcDKA_YDpaN6qeAN54AaABAg,HeWFEeeUn00,@zmbiidollie,The amount of people defending him in TikTok comment sections is actually disgusting man,0,2026-05-20T08:14:01Z,2026-05-20T08:14:01Z,0
UgyGbnK75MAPNHrpjwV4AaABAg,HeWFEeeUn00,@adityashrivastava5664,"keep up the good work bro,  you the only pred catcher who actually cares",0,2026-05-20T07:55:25Z,2026-05-20T07:55:25Z,0
Ugyp13nw5HEQpbmMGIh4AaABAg,HeWFEeeUn00,@CalebDavis-g3l,"Man I'm so happy people are out there like you to put a stop to this madness, keep it up man, full support all the way! Keep the kids safe!",0,2026-05-20T01:20:02Z,2026-05-20T01:20:02Z,0
UgxvtK7ySjoPU0evvRB4AaABAg,HeWFEeeUn00,@tyanibaptiste,Born and raised in Florida the police are soo corrupt that’s why they don’t have body cams. I seen some shit with the police like movie type of shit .,0,2026-05-19T20:12:19Z,2026-05-19T20:13:18Z,0
Ugx68avGG6VV84W2OO94AaABAg,HeWFEeeUn00,@pellahiho5194,i’m predicting a collab in the future,0,2026-05-19T19:41:55Z,2026-05-19T19:41:55Z,0
Ugz8GmVbikgZtBam6U54AaABAg,HeWFEeeUn00,@goatman1607,"I’m so glad I don’t have X anymore. The only thing that platform is good for is porn. Only problem I’ve noticed and I’m sure you have to—if you even still have it. Is that CSAM bleeds into it. It’s like the algorithm is trying to desensitize you or try and sell you on this shit. Recommending you younger and more youthful people. The worse part is no matter how much I report, there’s more. And the really worse part is… when you do report, it takes several weeks before X takes any kind of action. It’s fucking sick that I reported some shit like that and it took a month for them to even reach back to me about my report that something was done about it.",0,2026-05-19T18:49:27Z,2026-05-19T18:51:46Z,0
UgzoNMdnvP8PeDom8nl4AaABAg,HeWFEeeUn00,@davidnorton7470,fl cop are getting body cams just sum departments are sooner then later,0,2026-05-19T17:15:46Z,2026-05-19T17:15:46Z,0
UgyOHzkJmBvZdcYtuVV4AaABAg,HeWFEeeUn00,@patrickjensen8837,My guy I need a cut of that energy you got jesus.,0,2026-05-19T16:37:09Z,2026-05-19T16:37:09Z,0
Ugx2Y2KewIxXqQYVo394AaABAg,HeWFEeeUn00,@Saigrmthebigcruzz,Really thought Charlie was moving to the dark side,0,2026-05-19T16:36:31Z,2026-05-19T16:36:31Z,0
Ugzw0iXcAxgNBgbNXnx4AaABAg,HeWFEeeUn00,@rockjack9160,Reacting to a video that reacted your video ? And someone going to react to the video you just reacted ?,0,2026-05-19T15:52:03Z,2026-05-19T15:52:03Z,0
UgwKHnbIsCORzTcKy1B4AaABAg,HeWFEeeUn00,@carnagedna,"If bro didnt talk so much shit about Mr. Flowers, i could agree with your stance more.",0,2026-05-19T14:41:40Z,2026-05-19T14:41:40Z,0
UgwIifJ7h9Ju1poveYx4AaABAg,HeWFEeeUn00,@ratherdapperduck9365,Glad he’s gotten charged and Elon needs to take charge of x so we don’t get more pdfiles,0,2026-05-19T14:00:11Z,2026-05-19T14:00:11Z,0
UgxF2NHqNHDjxedew7Z4AaABAg,HeWFEeeUn00,@penguinlord44,Love you jidion god bless you,0,2026-05-19T13:42:07Z,2026-05-19T13:42:07Z,0
Ugy5_3_WFE0aMPhdlyV4AaABAg,HeWFEeeUn00,@penguinlord44,Generational collab,0,2026-05-19T13:41:52Z,2026-05-19T13:41:52Z,0
UgzIOlEMUKBY5GecFXx4AaABAg,HeWFEeeUn00,@shieda1809,I love what you do jidion. Thank you for catching these disgusting people.,0,2026-05-19T10:35:26Z,2026-05-19T10:35:26Z,0
Ugx4w-qPVkaVh2Egs1x4AaABAg,HeWFEeeUn00,@thatonegriddyadventurer,critikal moisturizer 25$ max,1,2026-05-19T03:48:06Z,2026-05-19T03:48:06Z,0
UgxmYl4UY6-1zqJgvS54AaABAg,HeWFEeeUn00,@BlazeOne1-m5h,The disturbing thing about this is  that these people will will continue to support this monster all  because he doesn't look like the typical predator that Jidion usually catches ( that he's not ugly),0,2026-05-19T03:30:29Z,2026-05-19T03:30:29Z,0
UgxF2_mI2KwrHd1erdV4AaABAg,HeWFEeeUn00,@wallstreetplays,I think that jidion (and PP Southeast texas + skeeter jean) actually does a better job at catching predators and putting them in jail than some other catcher channels,0,2026-05-19T00:45:56Z,2026-05-19T00:45:56Z,0
UgzugvVpu496xd5PzIZ4AaABAg,HeWFEeeUn00,@thedragonboss109,You got noticed by the GOAT of YouTube,0,2026-05-18T23:49:28Z,2026-05-18T23:49:28Z,0
Ugx16XOpiBZbg3oyi5J4AaABAg,HeWFEeeUn00,@cesursalibryam1999,I bet if hullow wasn't  handsome nobody would've cared,0,2026-05-18T22:05:50Z,2026-05-18T22:05:50Z,0
Ugz-ABmqrXPSLW4SwrJ4AaABAg,HeWFEeeUn00,@Moonrise444,15:05 People were defending him in the chat and comments of the video though. It's fucked. Call it out louder 📢📢,0,2026-05-18T21:15:11Z,2026-05-18T21:15:47Z,0
Ugw-EAqDcfcONCz2v_d4AaABAg,HeWFEeeUn00,@DustinWyatt-y1m,6:48 jidion picked up fl slang 😂,1,2026-05-18T19:43:02Z,2026-05-18T19:43:02Z,0
Ugyt31f55Qcl-7-J5Kp4AaABAg,HeWFEeeUn00,@Karmaisreal333-o3p,I dont think those who watch csam can ever change their ways. So the fact they say hes a changed man is laughable 😂.,0,2026-05-18T16:36:30Z,2026-05-18T16:36:30Z,0
UgzEsWDXGyCzBe_vabd4AaABAg,HeWFEeeUn00,@Practically_Dripku,The guy who sold that type stuff also needs to be found and arrested,9,2026-05-18T14:57:19Z,2026-05-18T14:57:19Z,0
Ugz7qI48tRnIJoUsIhd4AaABAg,HeWFEeeUn00,@Dr_splashh,Who cares about Charlie in 2026 😂,0,2026-05-18T14:18:33Z,2026-05-18T14:18:33Z,0
Ugxa95IfsCNJiPhlXdR4AaABAg,HeWFEeeUn00,@Insane05,Thank god Charlie covered this... The tiktok community is a pure CESSPOOL why does nobody care,0,2026-05-18T12:08:41Z,2026-05-18T12:08:41Z,0
Ugx0XpTpA35ldSuOa3B4AaABAg,HeWFEeeUn00,@Trumpsuxballz,People like Hullo and his incels are the reason fathers like myself have multiple guns loaded at all times.,0,2026-05-18T11:51:09Z,2026-05-18T11:51:09Z,0
UgymzYs1Eqoq9O1YQu54AaABAg,HeWFEeeUn00,@Trumpsuxballz,You will always have pedo defenders when the administration does it in plain sight.,0,2026-05-18T11:35:53Z,2026-05-18T11:35:53Z,0
UgzcGg5GIYrgB5ynPRN4AaABAg,HeWFEeeUn00,@Trumpsuxballz,A crossover i always knew i needed.,0,2026-05-18T11:33:21Z,2026-05-18T11:33:21Z,0
UgzDdgRPG1lM_RhLn454AaABAg,HeWFEeeUn00,@pushstart813,"It's not FL as whole, varies with county.. just an FYI 2:30",0,2026-05-18T09:44:19Z,2026-05-18T09:44:47Z,0
UgyjFP1qPixdvnUsEFh4AaABAg,HeWFEeeUn00,@SeemsPrecious,Bros fan base loyal af defending him 😂😂,0,2026-05-18T09:14:43Z,2026-05-18T09:14:43Z,0
Ugz_DVHluCXP1gAxdu94AaABAg,HeWFEeeUn00,@PiracyConnoisseur,This is the second recent video I’ve seen off someone reacting to moist reacting to them. It’s an economy,0,2026-05-18T05:09:30Z,2026-05-18T05:09:30Z,0
Ugz4m3LScxtz6jZ1fLt4AaABAg,HeWFEeeUn00,@MrWalkemDown253,"Had to have been unplanned clickbait, I thought Charlie was about to get investigated😂😂😂",0,2026-05-18T03:10:46Z,2026-05-18T03:10:46Z,0
UgwwAVVR99nxzGX0wUl4AaABAg,HeWFEeeUn00,@Notsocooljc,chat mogs him fr fr Jidion,0,2026-05-18T03:07:54Z,2026-05-18T03:07:54Z,0
Ugxe7w7ZZjdfOlRhjwR4AaABAg,HeWFEeeUn00,@shadowdogkingwolfbeenhigh3593,Wow😮,0,2026-05-17T20:22:38Z,2026-05-17T20:22:38Z,0
UgzZlEm3iBwhT_Ancm54AaABAg,HeWFEeeUn00,@OD_Plays,"Florida does have body cams, I guess it just depends on where in florida. I know in Ocala they do",0,2026-05-17T19:22:37Z,2026-05-17T19:22:37Z,0
UgwVDgyy58IlKc2nVph4AaABAg,HeWFEeeUn00,@tajvir,real,0,2026-05-17T18:31:53Z,2026-05-17T18:31:53Z,0
